,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2469821,1825-12-01,20.257,1.554,Gandhinagar,India,23.31N,72.52E
2469822,1826-01-01,19.527,1.676,Gandhinagar,India,23.31N,72.52E
2469823,1826-02-01,20.66,2.112,Gandhinagar,India,23.31N,72.52E
2469824,1826-03-01,26.385,1.925,Gandhinagar,India,23.31N,72.52E
2469825,1826-04-01,30.83,2.494,Gandhinagar,India,23.31N,72.52E
2469826,1826-05-01,33.634,1.557,Gandhinagar,India,23.31N,72.52E
2469827,1826-06-01,31.144,2.222,Gandhinagar,India,23.31N,72.52E
2469828,1826-07-01,28.935,1.544,Gandhinagar,India,23.31N,72.52E
2469829,1826-08-01,26.469,1.444,Gandhinagar,India,23.31N,72.52E
2469830,1826-09-01,26.937,1.942,Gandhinagar,India,23.31N,72.52E
2469831,1826-10-01,26.743,2.2230000000000003,Gandhinagar,India,23.31N,72.52E
2469832,1826-11-01,24.803,1.59,Gandhinagar,India,23.31N,72.52E
2469833,1826-12-01,21.827,2.313,Gandhinagar,India,23.31N,72.52E
2469834,1827-01-01,20.546,2.594,Gandhinagar,India,23.31N,72.52E
2469835,1827-02-01,22.308000000000003,1.745,Gandhinagar,India,23.31N,72.52E
2469836,1827-03-01,26.91,2.231,Gandhinagar,India,23.31N,72.52E
2469837,1827-04-01,31.323,2.8760000000000003,Gandhinagar,India,23.31N,72.52E
2469838,1827-05-01,32.891000000000005,2.259,Gandhinagar,India,23.31N,72.52E
2469839,1827-06-01,31.74,2.057,Gandhinagar,India,23.31N,72.52E
2469840,1827-07-01,29.09,1.6,Gandhinagar,India,23.31N,72.52E
2469841,1827-08-01,27.071,1.473,Gandhinagar,India,23.31N,72.52E
2469842,1827-09-01,26.662,1.356,Gandhinagar,India,23.31N,72.52E
2469843,1827-10-01,26.476,1.579,Gandhinagar,India,23.31N,72.52E
2469844,1827-11-01,24.716,1.63,Gandhinagar,India,23.31N,72.52E
2469845,1827-12-01,20.099,3.027,Gandhinagar,India,23.31N,72.52E
2469846,1828-01-01,18.478,2.687,Gandhinagar,India,23.31N,72.52E
2469847,1828-02-01,21.087000000000003,2.285,Gandhinagar,India,23.31N,72.52E
2469848,1828-03-01,26.44,2.282,Gandhinagar,India,23.31N,72.52E
2469849,1828-04-01,30.378,2.139,Gandhinagar,India,23.31N,72.52E
2469850,1828-05-01,32.77800000000001,2.236,Gandhinagar,India,23.31N,72.52E
2469851,1828-06-01,32.429,2.147,Gandhinagar,India,23.31N,72.52E
2469852,1828-07-01,28.98,1.663,Gandhinagar,India,23.31N,72.52E
2469853,1828-08-01,27.035,1.743,Gandhinagar,India,23.31N,72.52E
2469854,1828-09-01,25.869,1.356,Gandhinagar,India,23.31N,72.52E
2469855,1828-10-01,26.636,1.753,Gandhinagar,India,23.31N,72.52E
2469856,1828-11-01,24.516,1.838,Gandhinagar,India,23.31N,72.52E
2469857,1828-12-01,20.545,2.272,Gandhinagar,India,23.31N,72.52E
2469858,1829-01-01,19.36,1.847,Gandhinagar,India,23.31N,72.52E
2469859,1829-02-01,20.611,2.607,Gandhinagar,India,23.31N,72.52E
2469860,1829-03-01,26.03,1.904,Gandhinagar,India,23.31N,72.52E
2469861,1829-04-01,30.044,1.703,Gandhinagar,India,23.31N,72.52E
2469862,1829-05-01,32.989000000000004,2.84,Gandhinagar,India,23.31N,72.52E
2469863,1829-06-01,31.449,2.0980000000000003,Gandhinagar,India,23.31N,72.52E
2469864,1829-07-01,28.591,1.699,Gandhinagar,India,23.31N,72.52E
2469865,1829-08-01,26.887,1.5759999999999998,Gandhinagar,India,23.31N,72.52E
2469866,1829-09-01,26.543000000000003,1.644,Gandhinagar,India,23.31N,72.52E
2469867,1829-10-01,26.935,1.988,Gandhinagar,India,23.31N,72.52E
2469868,1829-11-01,23.494,2.5810000000000004,Gandhinagar,India,23.31N,72.52E
2469869,1829-12-01,20.011,3.547,Gandhinagar,India,23.31N,72.52E
2469870,1830-01-01,19.648,2.529,Gandhinagar,India,23.31N,72.52E
2469871,1830-02-01,22.317,1.905,Gandhinagar,India,23.31N,72.52E
2469872,1830-03-01,25.689,1.85,Gandhinagar,India,23.31N,72.52E
2469873,1830-04-01,30.628,1.805,Gandhinagar,India,23.31N,72.52E
2469874,1830-05-01,31.246,1.835,Gandhinagar,India,23.31N,72.52E
2469875,1830-06-01,31.329,2.353,Gandhinagar,India,23.31N,72.52E
2469876,1830-07-01,29.205,1.885,Gandhinagar,India,23.31N,72.52E
2469877,1830-08-01,26.765,1.82,Gandhinagar,India,23.31N,72.52E
2469878,1830-09-01,26.462,1.949,Gandhinagar,India,23.31N,72.52E
2469879,1830-10-01,26.342,2.571,Gandhinagar,India,23.31N,72.52E
2469880,1830-11-01,25.42,2.023,Gandhinagar,India,23.31N,72.52E
2469881,1830-12-01,21.353,2.024,Gandhinagar,India,23.31N,72.52E
2469882,1831-01-01,19.145,2.297,Gandhinagar,India,23.31N,72.52E
2469883,1831-02-01,21.485000000000007,3.775,Gandhinagar,India,23.31N,72.52E
2469884,1831-03-01,26.135,3.026,Gandhinagar,India,23.31N,72.52E
2469885,1831-04-01,29.743,1.628,Gandhinagar,India,23.31N,72.52E
2469886,1831-05-01,32.989000000000004,2.414,Gandhinagar,India,23.31N,72.52E
2469887,1831-06-01,31.87,2.107,Gandhinagar,India,23.31N,72.52E
2469888,1831-07-01,28.037,1.719,Gandhinagar,India,23.31N,72.52E
2469889,1831-08-01,26.159,1.604,Gandhinagar,India,23.31N,72.52E
2469890,1831-09-01,25.974,1.524,Gandhinagar,India,23.31N,72.52E
2469891,1831-10-01,25.988000000000003,1.769,Gandhinagar,India,23.31N,72.52E
2469892,1831-11-01,22.952,3.902,Gandhinagar,India,23.31N,72.52E
2469893,1831-12-01,19.621,3.133,Gandhinagar,India,23.31N,72.52E
2469894,1832-01-01,18.712,1.992,Gandhinagar,India,23.31N,72.52E
2469895,1832-02-01,20.655,2.246,Gandhinagar,India,23.31N,72.52E
2469896,1832-03-01,26.165,2.11,Gandhinagar,India,23.31N,72.52E
2469897,1832-04-01,30.585,2.9210000000000003,Gandhinagar,India,23.31N,72.52E
2469898,1832-05-01,32.957,2.194,Gandhinagar,India,23.31N,72.52E
2469899,1832-06-01,,,Gandhinagar,India,23.31N,72.52E
2469900,1832-07-01,28.765,2.2030000000000003,Gandhinagar,India,23.31N,72.52E
2469901,1832-08-01,26.461,2.093,Gandhinagar,India,23.31N,72.52E
2469902,1832-09-01,26.173,1.991,Gandhinagar,India,23.31N,72.52E
2469903,1832-10-01,26.336,2.189,Gandhinagar,India,23.31N,72.52E
2469904,1832-11-01,23.13000000000001,1.624,Gandhinagar,India,23.31N,72.52E
2469905,1832-12-01,,,Gandhinagar,India,23.31N,72.52E
2469906,1833-01-01,19.565,2.577,Gandhinagar,India,23.31N,72.52E
2469907,1833-02-01,21.777,1.812,Gandhinagar,India,23.31N,72.52E
2469908,1833-03-01,25.617,2.407,Gandhinagar,India,23.31N,72.52E
2469909,1833-04-01,30.019,1.814,Gandhinagar,India,23.31N,72.52E
2469910,1833-05-01,32.251999999999995,1.662,Gandhinagar,India,23.31N,72.52E
2469911,1833-06-01,31.645,1.784,Gandhinagar,India,23.31N,72.52E
2469912,1833-07-01,28.578000000000003,1.645,Gandhinagar,India,23.31N,72.52E
2469913,1833-08-01,26.521,1.5590000000000002,Gandhinagar,India,23.31N,72.52E
2469914,1833-09-01,26.803,1.472,Gandhinagar,India,23.31N,72.52E
2469915,1833-10-01,26.067,1.6130000000000002,Gandhinagar,India,23.31N,72.52E
2469916,1833-11-01,24.675,1.87,Gandhinagar,India,23.31N,72.52E
2469917,1833-12-01,20.685,2.337,Gandhinagar,India,23.31N,72.52E
2469918,1834-01-01,17.97,1.967,Gandhinagar,India,23.31N,72.52E
2469919,1834-02-01,21.568,2.26,Gandhinagar,India,23.31N,72.52E
2469920,1834-03-01,26.493,2.314,Gandhinagar,India,23.31N,72.52E
2469921,1834-04-01,29.938,2.188,Gandhinagar,India,23.31N,72.52E
2469922,1834-05-01,33.324000000000005,1.5730000000000002,Gandhinagar,India,23.31N,72.52E
2469923,1834-06-01,31.147,2.225,Gandhinagar,India,23.31N,72.52E
2469924,1834-07-01,28.307,1.621,Gandhinagar,India,23.31N,72.52E
2469925,1834-08-01,26.788,1.3769999999999998,Gandhinagar,India,23.31N,72.52E
2469926,1834-09-01,27.266,2.1,Gandhinagar,India,23.31N,72.52E
2469927,1834-10-01,26.527,1.3969999999999998,Gandhinagar,India,23.31N,72.52E
2469928,1834-11-01,24.426,1.996,Gandhinagar,India,23.31N,72.52E
2469929,1834-12-01,20.898000000000003,1.581,Gandhinagar,India,23.31N,72.52E
2469930,1835-01-01,19.784,2.024,Gandhinagar,India,23.31N,72.52E
2469931,1835-02-01,21.567,2.122,Gandhinagar,India,23.31N,72.52E
2469932,1835-03-01,25.226,1.785,Gandhinagar,India,23.31N,72.52E
2469933,1835-04-01,29.407,2.107,Gandhinagar,India,23.31N,72.52E
2469934,1835-05-01,31.56900000000001,1.412,Gandhinagar,India,23.31N,72.52E
2469935,1835-06-01,30.347,1.794,Gandhinagar,India,23.31N,72.52E
2469936,1835-07-01,27.484,1.75,Gandhinagar,India,23.31N,72.52E
2469937,1835-08-01,25.847,1.4269999999999998,Gandhinagar,India,23.31N,72.52E
2469938,1835-09-01,25.979,1.574,Gandhinagar,India,23.31N,72.52E
2469939,1835-10-01,25.862,1.452,Gandhinagar,India,23.31N,72.52E
2469940,1835-11-01,22.527,1.69,Gandhinagar,India,23.31N,72.52E
2469941,1835-12-01,18.78,1.72,Gandhinagar,India,23.31N,72.52E
2469942,1836-01-01,18.923,1.44,Gandhinagar,India,23.31N,72.52E
2469943,1836-02-01,21.139000000000006,1.7819999999999998,Gandhinagar,India,23.31N,72.52E
2469944,1836-03-01,25.835,1.781,Gandhinagar,India,23.31N,72.52E
2469945,1836-04-01,29.55,1.574,Gandhinagar,India,23.31N,72.52E
2469946,1836-05-01,32.249,1.71,Gandhinagar,India,23.31N,72.52E
2469947,1836-06-01,31.297,1.455,Gandhinagar,India,23.31N,72.52E
2469948,1836-07-01,28.185,1.591,Gandhinagar,India,23.31N,72.52E
2469949,1836-08-01,26.148000000000003,1.568,Gandhinagar,India,23.31N,72.52E
2469950,1836-09-01,26.848000000000003,1.978,Gandhinagar,India,23.31N,72.52E
2469951,1836-10-01,26.905,3.67,Gandhinagar,India,23.31N,72.52E
2469952,1836-11-01,22.877,1.902,Gandhinagar,India,23.31N,72.52E
2469953,1836-12-01,20.266,2.117,Gandhinagar,India,23.31N,72.52E
2469954,1837-01-01,19.538,2.028,Gandhinagar,India,23.31N,72.52E
2469955,1837-02-01,21.904,1.797,Gandhinagar,India,23.31N,72.52E
2469956,1837-03-01,25.125,2.168,Gandhinagar,India,23.31N,72.52E
2469957,1837-04-01,28.828000000000007,1.77,Gandhinagar,India,23.31N,72.52E
2469958,1837-05-01,31.421000000000006,1.634,Gandhinagar,India,23.31N,72.52E
2469959,1837-06-01,30.744,1.7919999999999998,Gandhinagar,India,23.31N,72.52E
2469960,1837-07-01,28.164,1.44,Gandhinagar,India,23.31N,72.52E
2469961,1837-08-01,26.732,1.196,Gandhinagar,India,23.31N,72.52E
2469962,1837-09-01,27.065,1.482,Gandhinagar,India,23.31N,72.52E
2469963,1837-10-01,26.063,2.137,Gandhinagar,India,23.31N,72.52E
2469964,1837-11-01,23.238000000000003,2.128,Gandhinagar,India,23.31N,72.52E
2469965,1837-12-01,20.259,3.005,Gandhinagar,India,23.31N,72.52E
2469966,1838-01-01,17.041,2.395,Gandhinagar,India,23.31N,72.52E
2469967,1838-02-01,20.516,1.689,Gandhinagar,India,23.31N,72.52E
2469968,1838-03-01,25.113000000000003,1.874,Gandhinagar,India,23.31N,72.52E
2469969,1838-04-01,29.957,1.5759999999999998,Gandhinagar,India,23.31N,72.52E
2469970,1838-05-01,31.790000000000006,1.32,Gandhinagar,India,23.31N,72.52E
2469971,1838-06-01,31.245,1.564,Gandhinagar,India,23.31N,72.52E
2469972,1838-07-01,29.074,2.681,Gandhinagar,India,23.31N,72.52E
2469973,1838-08-01,27.084,2.359,Gandhinagar,India,23.31N,72.52E
2469974,1838-09-01,27.252,1.457,Gandhinagar,India,23.31N,72.52E
2469975,1838-10-01,26.707,2.874,Gandhinagar,India,23.31N,72.52E
2469976,1838-11-01,23.483,2.269,Gandhinagar,India,23.31N,72.52E
2469977,1838-12-01,20.082,2.109,Gandhinagar,India,23.31N,72.52E
2469978,1839-01-01,19.633,1.815,Gandhinagar,India,23.31N,72.52E
2469979,1839-02-01,22.245,1.929,Gandhinagar,India,23.31N,72.52E
2469980,1839-03-01,24.428,1.982,Gandhinagar,India,23.31N,72.52E
2469981,1839-04-01,30.148000000000003,1.722,Gandhinagar,India,23.31N,72.52E
2469982,1839-05-01,32.056000000000004,1.271,Gandhinagar,India,23.31N,72.52E
2469983,1839-06-01,31.036,1.423,Gandhinagar,India,23.31N,72.52E
2469984,1839-07-01,28.699,2.376,Gandhinagar,India,23.31N,72.52E
2469985,1839-08-01,27.104,1.715,Gandhinagar,India,23.31N,72.52E
2469986,1839-09-01,26.716,1.45,Gandhinagar,India,23.31N,72.52E
2469987,1839-10-01,26.728,1.848,Gandhinagar,India,23.31N,72.52E
2469988,1839-11-01,22.643,1.953,Gandhinagar,India,23.31N,72.52E
2469989,1839-12-01,19.186,2.018,Gandhinagar,India,23.31N,72.52E
2469990,1840-01-01,19.844,2.02,Gandhinagar,India,23.31N,72.52E
2469991,1840-02-01,21.35100000000001,2.08,Gandhinagar,India,23.31N,72.52E
2469992,1840-03-01,25.268,1.788,Gandhinagar,India,23.31N,72.52E
2469993,1840-04-01,30.211,2.009,Gandhinagar,India,23.31N,72.52E
2469994,1840-05-01,32.574000000000005,1.671,Gandhinagar,India,23.31N,72.52E
2469995,1840-06-01,31.547,1.685,Gandhinagar,India,23.31N,72.52E
2469996,1840-07-01,28.998,1.394,Gandhinagar,India,23.31N,72.52E
2469997,1840-08-01,26.728,1.37,Gandhinagar,India,23.31N,72.52E
2469998,1840-09-01,26.706,1.311,Gandhinagar,India,23.31N,72.52E
2469999,1840-10-01,26.131,1.794,Gandhinagar,India,23.31N,72.52E
2470000,1840-11-01,22.878,2.963,Gandhinagar,India,23.31N,72.52E
2470001,1840-12-01,19.833,1.592,Gandhinagar,India,23.31N,72.52E
2470002,1841-01-01,18.728,2.259,Gandhinagar,India,23.31N,72.52E
2470003,1841-02-01,21.431,1.6669999999999998,Gandhinagar,India,23.31N,72.52E
2470004,1841-03-01,24.774,2.839,Gandhinagar,India,23.31N,72.52E
2470005,1841-04-01,29.127,1.843,Gandhinagar,India,23.31N,72.52E
2470006,1841-05-01,32.02500000000001,1.54,Gandhinagar,India,23.31N,72.52E
2470007,1841-06-01,31.16,1.454,Gandhinagar,India,23.31N,72.52E
2470008,1841-07-01,28.953000000000003,1.521,Gandhinagar,India,23.31N,72.52E
2470009,1841-08-01,26.779,1.767,Gandhinagar,India,23.31N,72.52E
2470010,1841-09-01,26.861,1.265,Gandhinagar,India,23.31N,72.52E
2470011,1841-10-01,26.221,1.741,Gandhinagar,India,23.31N,72.52E
2470012,1841-11-01,23.404,1.625,Gandhinagar,India,23.31N,72.52E
2470013,1841-12-01,19.895,1.937,Gandhinagar,India,23.31N,72.52E
2470014,1842-01-01,19.03,1.83,Gandhinagar,India,23.31N,72.52E
2470015,1842-02-01,21.532,2.04,Gandhinagar,India,23.31N,72.52E
2470016,1842-03-01,26.528,2.339,Gandhinagar,India,23.31N,72.52E
2470017,1842-04-01,30.377,1.839,Gandhinagar,India,23.31N,72.52E
2470018,1842-05-01,32.212,1.246,Gandhinagar,India,23.31N,72.52E
2470019,1842-06-01,30.905,1.3969999999999998,Gandhinagar,India,23.31N,72.52E
2470020,1842-07-01,28.339,1.57,Gandhinagar,India,23.31N,72.52E
2470021,1842-08-01,26.692,1.348,Gandhinagar,India,23.31N,72.52E
2470022,1842-09-01,26.756,1.463,Gandhinagar,India,23.31N,72.52E
2470023,1842-10-01,26.532,1.528,Gandhinagar,India,23.31N,72.52E
2470024,1842-11-01,23.73,1.725,Gandhinagar,India,23.31N,72.52E
2470025,1842-12-01,20.88,1.339,Gandhinagar,India,23.31N,72.52E
2470026,1843-01-01,19.581,2.124,Gandhinagar,India,23.31N,72.52E
2470027,1843-02-01,22.279,1.651,Gandhinagar,India,23.31N,72.52E
2470028,1843-03-01,25.44,1.928,Gandhinagar,India,23.31N,72.52E
2470029,1843-04-01,29.837,1.519,Gandhinagar,India,23.31N,72.52E
2470030,1843-05-01,31.784,1.334,Gandhinagar,India,23.31N,72.52E
2470031,1843-06-01,31.075,1.374,Gandhinagar,India,23.31N,72.52E
2470032,1843-07-01,28.286,1.274,Gandhinagar,India,23.31N,72.52E
2470033,1843-08-01,26.843000000000004,1.524,Gandhinagar,India,23.31N,72.52E
2470034,1843-09-01,26.902,1.021,Gandhinagar,India,23.31N,72.52E
2470035,1843-10-01,26.459,1.4240000000000002,Gandhinagar,India,23.31N,72.52E
2470036,1843-11-01,23.266,1.117,Gandhinagar,India,23.31N,72.52E
2470037,1843-12-01,19.981,2.735,Gandhinagar,India,23.31N,72.52E
2470038,1844-01-01,18.966,1.421,Gandhinagar,India,23.31N,72.52E
2470039,1844-02-01,19.985,2.7260000000000004,Gandhinagar,India,23.31N,72.52E
2470040,1844-03-01,25.414,2.292,Gandhinagar,India,23.31N,72.52E
2470041,1844-04-01,29.711,1.4240000000000002,Gandhinagar,India,23.31N,72.52E
2470042,1844-05-01,31.790000000000006,1.19,Gandhinagar,India,23.31N,72.52E
2470043,1844-06-01,31.09800000000001,1.06,Gandhinagar,India,23.31N,72.52E
2470044,1844-07-01,28.066,1.339,Gandhinagar,India,23.31N,72.52E
2470045,1844-08-01,26.931,2.387,Gandhinagar,India,23.31N,72.52E
2470046,1844-09-01,26.605,0.988,Gandhinagar,India,23.31N,72.52E
2470047,1844-10-01,26.828000000000003,1.3259999999999998,Gandhinagar,India,23.31N,72.52E
2470048,1844-11-01,23.326,1.096,Gandhinagar,India,23.31N,72.52E
2470049,1844-12-01,20.131,1.976,Gandhinagar,India,23.31N,72.52E
2470050,1845-01-01,19.621,1.745,Gandhinagar,India,23.31N,72.52E
2470051,1845-02-01,20.784,2.359,Gandhinagar,India,23.31N,72.52E
2470052,1845-03-01,26.028,1.665,Gandhinagar,India,23.31N,72.52E
2470053,1845-04-01,30.063,1.683,Gandhinagar,India,23.31N,72.52E
2470054,1845-05-01,32.27800000000001,1.34,Gandhinagar,India,23.31N,72.52E
2470055,1845-06-01,30.965,1.415,Gandhinagar,India,23.31N,72.52E
2470056,1845-07-01,28.735,1.3730000000000002,Gandhinagar,India,23.31N,72.52E
2470057,1845-08-01,27.163,1.228,Gandhinagar,India,23.31N,72.52E
2470058,1845-09-01,27.197,1.248,Gandhinagar,India,23.31N,72.52E
2470059,1845-10-01,26.205,1.4469999999999998,Gandhinagar,India,23.31N,72.52E
2470060,1845-11-01,23.563,1.5019999999999998,Gandhinagar,India,23.31N,72.52E
2470061,1845-12-01,19.322,1.932,Gandhinagar,India,23.31N,72.52E
2470062,1846-01-01,20.692,1.946,Gandhinagar,India,23.31N,72.52E
2470063,1846-02-01,22.093000000000004,1.76,Gandhinagar,India,23.31N,72.52E
2470064,1846-03-01,27.354,2.126,Gandhinagar,India,23.31N,72.52E
2470065,1846-04-01,29.774,1.898,Gandhinagar,India,23.31N,72.52E
2470066,1846-05-01,32.526,1.5830000000000002,Gandhinagar,India,23.31N,72.52E
2470067,1846-06-01,31.715,1.962,Gandhinagar,India,23.31N,72.52E
2470068,1846-07-01,29.351,1.965,Gandhinagar,India,23.31N,72.52E
2470069,1846-08-01,27.55,1.567,Gandhinagar,India,23.31N,72.52E
2470070,1846-09-01,27.266,1.78,Gandhinagar,India,23.31N,72.52E
2470071,1846-10-01,26.185,1.639,Gandhinagar,India,23.31N,72.52E
2470072,1846-11-01,23.874,1.93,Gandhinagar,India,23.31N,72.52E
2470073,1846-12-01,20.701,1.67,Gandhinagar,India,23.31N,72.52E
2470074,1847-01-01,19.79,3.1660000000000004,Gandhinagar,India,23.31N,72.52E
2470075,1847-02-01,21.908,2.021,Gandhinagar,India,23.31N,72.52E
2470076,1847-03-01,25.177,1.946,Gandhinagar,India,23.31N,72.52E
2470077,1847-04-01,30.206000000000003,1.757,Gandhinagar,India,23.31N,72.52E
2470078,1847-05-01,32.027,1.467,Gandhinagar,India,23.31N,72.52E
2470079,1847-06-01,31.017,1.66,Gandhinagar,India,23.31N,72.52E
2470080,1847-07-01,28.69,1.724,Gandhinagar,India,23.31N,72.52E
2470081,1847-08-01,27.015,1.393,Gandhinagar,India,23.31N,72.52E
2470082,1847-09-01,27.298,1.4240000000000002,Gandhinagar,India,23.31N,72.52E
2470083,1847-10-01,26.57,1.626,Gandhinagar,India,23.31N,72.52E
2470084,1847-11-01,23.89,1.75,Gandhinagar,India,23.31N,72.52E
2470085,1847-12-01,18.813,1.6880000000000002,Gandhinagar,India,23.31N,72.52E
2470086,1848-01-01,18.902,2.616,Gandhinagar,India,23.31N,72.52E
2470087,1848-02-01,21.664,1.805,Gandhinagar,India,23.31N,72.52E
2470088,1848-03-01,25.573,1.118,Gandhinagar,India,23.31N,72.52E
2470089,1848-04-01,30.017000000000003,1.247,Gandhinagar,India,23.31N,72.52E
2470090,1848-05-01,32.040000000000006,1.402,Gandhinagar,India,23.31N,72.52E
2470091,1848-06-01,30.504,2.123,Gandhinagar,India,23.31N,72.52E
2470092,1848-07-01,28.527,1.785,Gandhinagar,India,23.31N,72.52E
2470093,1848-08-01,27.075,1.45,Gandhinagar,India,23.31N,72.52E
2470094,1848-09-01,27.226,1.57,Gandhinagar,India,23.31N,72.52E
2470095,1848-10-01,26.521,1.013,Gandhinagar,India,23.31N,72.52E
2470096,1848-11-01,23.456,1.148,Gandhinagar,India,23.31N,72.52E
2470097,1848-12-01,19.963,1.4780000000000002,Gandhinagar,India,23.31N,72.52E
2470098,1849-01-01,18.589,1.366,Gandhinagar,India,23.31N,72.52E
2470099,1849-02-01,21.375,1.5519999999999998,Gandhinagar,India,23.31N,72.52E
2470100,1849-03-01,26.014,1.955,Gandhinagar,India,23.31N,72.52E
2470101,1849-04-01,29.672,1.567,Gandhinagar,India,23.31N,72.52E
2470102,1849-05-01,32.27200000000001,1.204,Gandhinagar,India,23.31N,72.52E
2470103,1849-06-01,30.466,1.945,Gandhinagar,India,23.31N,72.52E
2470104,1849-07-01,28.229,1.419,Gandhinagar,India,23.31N,72.52E
2470105,1849-08-01,27.037,1.138,Gandhinagar,India,23.31N,72.52E
2470106,1849-09-01,26.707,1.319,Gandhinagar,India,23.31N,72.52E
2470107,1849-10-01,26.702,1.35,Gandhinagar,India,23.31N,72.52E
2470108,1849-11-01,24.374,1.5590000000000002,Gandhinagar,India,23.31N,72.52E
2470109,1849-12-01,19.588,1.88,Gandhinagar,India,23.31N,72.52E
2470110,1850-01-01,18.149,1.475,Gandhinagar,India,23.31N,72.52E
2470111,1850-02-01,21.344,1.574,Gandhinagar,India,23.31N,72.52E
2470112,1850-03-01,25.864,2.801,Gandhinagar,India,23.31N,72.52E
2470113,1850-04-01,29.582,1.6,Gandhinagar,India,23.31N,72.52E
2470114,1850-05-01,31.839,1.091,Gandhinagar,India,23.31N,72.52E
2470115,1850-06-01,31.399,1.012,Gandhinagar,India,23.31N,72.52E
2470116,1850-07-01,28.838,1.071,Gandhinagar,India,23.31N,72.52E
2470117,1850-08-01,27.534,1.188,Gandhinagar,India,23.31N,72.52E
2470118,1850-09-01,27.474,0.93,Gandhinagar,India,23.31N,72.52E
2470119,1850-10-01,27.439,1.863,Gandhinagar,India,23.31N,72.52E
2470120,1850-11-01,23.844,2.352,Gandhinagar,India,23.31N,72.52E
2470121,1850-12-01,19.682,1.159,Gandhinagar,India,23.31N,72.52E
2470122,1851-01-01,18.415,1.939,Gandhinagar,India,23.31N,72.52E
2470123,1851-02-01,21.336,1.071,Gandhinagar,India,23.31N,72.52E
2470124,1851-03-01,25.892,1.841,Gandhinagar,India,23.31N,72.52E
2470125,1851-04-01,29.907,1.6130000000000002,Gandhinagar,India,23.31N,72.52E
2470126,1851-05-01,32.646,1.2009999999999998,Gandhinagar,India,23.31N,72.52E
2470127,1851-06-01,31.07,1.519,Gandhinagar,India,23.31N,72.52E
2470128,1851-07-01,28.3,1.815,Gandhinagar,India,23.31N,72.52E
2470129,1851-08-01,27.196,1.335,Gandhinagar,India,23.31N,72.52E
2470130,1851-09-01,27.515,1.082,Gandhinagar,India,23.31N,72.52E
2470131,1851-10-01,27.095,1.806,Gandhinagar,India,23.31N,72.52E
2470132,1851-11-01,23.67,1.336,Gandhinagar,India,23.31N,72.52E
2470133,1851-12-01,19.846,2.77,Gandhinagar,India,23.31N,72.52E
2470134,1852-01-01,19.424,2.136,Gandhinagar,India,23.31N,72.52E
2470135,1852-02-01,21.733,1.761,Gandhinagar,India,23.31N,72.52E
2470136,1852-03-01,25.175,1.7009999999999998,Gandhinagar,India,23.31N,72.52E
2470137,1852-04-01,29.742,1.819,Gandhinagar,India,23.31N,72.52E
2470138,1852-05-01,32.405,1.513,Gandhinagar,India,23.31N,72.52E
2470139,1852-06-01,31.326,1.298,Gandhinagar,India,23.31N,72.52E
2470140,1852-07-01,28.604,1.655,Gandhinagar,India,23.31N,72.52E
2470141,1852-08-01,26.859,1.27,Gandhinagar,India,23.31N,72.52E
2470142,1852-09-01,27.328000000000003,1.224,Gandhinagar,India,23.31N,72.52E
2470143,1852-10-01,26.71,1.538,Gandhinagar,India,23.31N,72.52E
2470144,1852-11-01,23.167,1.564,Gandhinagar,India,23.31N,72.52E
2470145,1852-12-01,20.38,1.835,Gandhinagar,India,23.31N,72.52E
2470146,1853-01-01,18.699,1.6669999999999998,Gandhinagar,India,23.31N,72.52E
2470147,1853-02-01,21.002,2.036,Gandhinagar,India,23.31N,72.52E
2470148,1853-03-01,25.822,1.599,Gandhinagar,India,23.31N,72.52E
2470149,1853-04-01,29.913,1.665,Gandhinagar,India,23.31N,72.52E
2470150,1853-05-01,32.758,1.17,Gandhinagar,India,23.31N,72.52E
2470151,1853-06-01,31.939,1.224,Gandhinagar,India,23.31N,72.52E
2470152,1853-07-01,29.213,1.244,Gandhinagar,India,23.31N,72.52E
2470153,1853-08-01,27.401,1.205,Gandhinagar,India,23.31N,72.52E
2470154,1853-09-01,27.683000000000003,1.166,Gandhinagar,India,23.31N,72.52E
2470155,1853-10-01,26.785,1.293,Gandhinagar,India,23.31N,72.52E
2470156,1853-11-01,23.401,1.645,Gandhinagar,India,23.31N,72.52E
2470157,1853-12-01,20.218,1.3330000000000002,Gandhinagar,India,23.31N,72.52E
2470158,1854-01-01,18.889,1.497,Gandhinagar,India,23.31N,72.52E
2470159,1854-02-01,20.889000000000006,1.67,Gandhinagar,India,23.31N,72.52E
2470160,1854-03-01,26.08,1.505,Gandhinagar,India,23.31N,72.52E
2470161,1854-04-01,30.121,1.7,Gandhinagar,India,23.31N,72.52E
2470162,1854-05-01,32.84200000000001,1.33,Gandhinagar,India,23.31N,72.52E
2470163,1854-06-01,31.511000000000006,1.4880000000000002,Gandhinagar,India,23.31N,72.52E
2470164,1854-07-01,29.054,1.506,Gandhinagar,India,23.31N,72.52E
2470165,1854-08-01,27.431,1.457,Gandhinagar,India,23.31N,72.52E
2470166,1854-09-01,27.34,1.28,Gandhinagar,India,23.31N,72.52E
2470167,1854-10-01,27.588,1.644,Gandhinagar,India,23.31N,72.52E
2470168,1854-11-01,24.225,1.6130000000000002,Gandhinagar,India,23.31N,72.52E
