,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2470532,1885-03-01,26.386,0.5660000000000001,Gandhinagar,India,23.31N,72.52E
2470533,1885-04-01,28.492,0.7190000000000001,Gandhinagar,India,23.31N,72.52E
2470534,1885-05-01,30.92,0.866,Gandhinagar,India,23.31N,72.52E
2470535,1885-06-01,31.422,0.402,Gandhinagar,India,23.31N,72.52E
2470536,1885-07-01,28.759,0.527,Gandhinagar,India,23.31N,72.52E
2470537,1885-08-01,27.358,0.513,Gandhinagar,India,23.31N,72.52E
2470538,1885-09-01,27.878,0.623,Gandhinagar,India,23.31N,72.52E
2470539,1885-10-01,27.69100000000001,0.6940000000000001,Gandhinagar,India,23.31N,72.52E
2470540,1885-11-01,24.508000000000003,0.6559999999999999,Gandhinagar,India,23.31N,72.52E
2470541,1885-12-01,19.894,1.108,Gandhinagar,India,23.31N,72.52E
2470542,1886-01-01,18.911,0.628,Gandhinagar,India,23.31N,72.52E
2470543,1886-02-01,20.788,0.733,Gandhinagar,India,23.31N,72.52E
2470544,1886-03-01,26.02,0.7929999999999999,Gandhinagar,India,23.31N,72.52E
2470545,1886-04-01,30.513,0.396,Gandhinagar,India,23.31N,72.52E
2470546,1886-05-01,33.606,0.6459999999999999,Gandhinagar,India,23.31N,72.52E
2470547,1886-06-01,30.926,0.359,Gandhinagar,India,23.31N,72.52E
2470548,1886-07-01,27.818,0.588,Gandhinagar,India,23.31N,72.52E
2470549,1886-08-01,26.92,0.545,Gandhinagar,India,23.31N,72.52E
2470550,1886-09-01,27.605,0.929,Gandhinagar,India,23.31N,72.52E
2470551,1886-10-01,28.19,0.967,Gandhinagar,India,23.31N,72.52E
2470552,1886-11-01,24.517,0.6859999999999999,Gandhinagar,India,23.31N,72.52E
2470553,1886-12-01,20.294,0.952,Gandhinagar,India,23.31N,72.52E
2470554,1887-01-01,18.903,1.202,Gandhinagar,India,23.31N,72.52E
2470555,1887-02-01,21.467,0.8370000000000001,Gandhinagar,India,23.31N,72.52E
2470556,1887-03-01,26.463,0.852,Gandhinagar,India,23.31N,72.52E
2470557,1887-04-01,30.746,0.518,Gandhinagar,India,23.31N,72.52E
2470558,1887-05-01,32.848000000000006,0.563,Gandhinagar,India,23.31N,72.52E
2470559,1887-06-01,30.597,0.556,Gandhinagar,India,23.31N,72.52E
2470560,1887-07-01,27.291,0.518,Gandhinagar,India,23.31N,72.52E
2470561,1887-08-01,26.415,0.447,Gandhinagar,India,23.31N,72.52E
2470562,1887-09-01,27.279,0.618,Gandhinagar,India,23.31N,72.52E
2470563,1887-10-01,26.94,0.524,Gandhinagar,India,23.31N,72.52E
2470564,1887-11-01,23.722,0.8959999999999999,Gandhinagar,India,23.31N,72.52E
2470565,1887-12-01,20.079,1.014,Gandhinagar,India,23.31N,72.52E
2470566,1888-01-01,17.805999999999997,1.214,Gandhinagar,India,23.31N,72.52E
2470567,1888-02-01,20.995,1.46,Gandhinagar,India,23.31N,72.52E
2470568,1888-03-01,27.298,1.401,Gandhinagar,India,23.31N,72.52E
2470569,1888-04-01,30.546000000000006,1.394,Gandhinagar,India,23.31N,72.52E
2470570,1888-05-01,32.265,0.432,Gandhinagar,India,23.31N,72.52E
2470571,1888-06-01,31.506,0.879,Gandhinagar,India,23.31N,72.52E
2470572,1888-07-01,28.126,0.542,Gandhinagar,India,23.31N,72.52E
2470573,1888-08-01,26.474,0.4479999999999999,Gandhinagar,India,23.31N,72.52E
2470574,1888-09-01,27.778,0.585,Gandhinagar,India,23.31N,72.52E
2470575,1888-10-01,27.15,0.872,Gandhinagar,India,23.31N,72.52E
2470576,1888-11-01,23.331,0.895,Gandhinagar,India,23.31N,72.52E
2470577,1888-12-01,20.266,0.841,Gandhinagar,India,23.31N,72.52E
2470578,1889-01-01,20.473,0.792,Gandhinagar,India,23.31N,72.52E
2470579,1889-02-01,21.946,0.785,Gandhinagar,India,23.31N,72.52E
2470580,1889-03-01,27.419,0.667,Gandhinagar,India,23.31N,72.52E
2470581,1889-04-01,30.903,0.882,Gandhinagar,India,23.31N,72.52E
2470582,1889-05-01,33.347,0.603,Gandhinagar,India,23.31N,72.52E
2470583,1889-06-01,31.437,0.477,Gandhinagar,India,23.31N,72.52E
2470584,1889-07-01,28.684,0.444,Gandhinagar,India,23.31N,72.52E
2470585,1889-08-01,27.276,0.371,Gandhinagar,India,23.31N,72.52E
2470586,1889-09-01,28.353,0.647,Gandhinagar,India,23.31N,72.52E
2470587,1889-10-01,25.867,0.349,Gandhinagar,India,23.31N,72.52E
2470588,1889-11-01,22.203000000000003,0.894,Gandhinagar,India,23.31N,72.52E
2470589,1889-12-01,20.353,1.126,Gandhinagar,India,23.31N,72.52E
2470590,1890-01-01,20.335,0.7090000000000001,Gandhinagar,India,23.31N,72.52E
2470591,1890-02-01,23.015,1.021,Gandhinagar,India,23.31N,72.52E
2470592,1890-03-01,26.465,1.517,Gandhinagar,India,23.31N,72.52E
2470593,1890-04-01,31.003,0.835,Gandhinagar,India,23.31N,72.52E
2470594,1890-05-01,32.821000000000005,0.8009999999999999,Gandhinagar,India,23.31N,72.52E
2470595,1890-06-01,30.831,0.405,Gandhinagar,India,23.31N,72.52E
2470596,1890-07-01,27.43,0.375,Gandhinagar,India,23.31N,72.52E
2470597,1890-08-01,26.202,0.591,Gandhinagar,India,23.31N,72.52E
2470598,1890-09-01,27.488000000000003,0.79,Gandhinagar,India,23.31N,72.52E
2470599,1890-10-01,26.878,0.385,Gandhinagar,India,23.31N,72.52E
2470600,1890-11-01,24.16,1.124,Gandhinagar,India,23.31N,72.52E
2470601,1890-12-01,20.321,0.561,Gandhinagar,India,23.31N,72.52E
2470602,1891-01-01,19.137,0.748,Gandhinagar,India,23.31N,72.52E
2470603,1891-02-01,20.187,0.6809999999999999,Gandhinagar,India,23.31N,72.52E
2470604,1891-03-01,24.348000000000003,0.479,Gandhinagar,India,23.31N,72.52E
2470605,1891-04-01,30.324,0.428,Gandhinagar,India,23.31N,72.52E
2470606,1891-05-01,32.55500000000001,0.39,Gandhinagar,India,23.31N,72.52E
2470607,1891-06-01,32.402,0.628,Gandhinagar,India,23.31N,72.52E
2470608,1891-07-01,29.235,0.48,Gandhinagar,India,23.31N,72.52E
2470609,1891-08-01,27.267,0.363,Gandhinagar,India,23.31N,72.52E
2470610,1891-09-01,28.092,0.451,Gandhinagar,India,23.31N,72.52E
2470611,1891-10-01,27.516,0.259,Gandhinagar,India,23.31N,72.52E
2470612,1891-11-01,23.993,0.5760000000000001,Gandhinagar,India,23.31N,72.52E
2470613,1891-12-01,20.766,0.828,Gandhinagar,India,23.31N,72.52E
2470614,1892-01-01,20.605,0.5660000000000001,Gandhinagar,India,23.31N,72.52E
2470615,1892-02-01,22.791,0.508,Gandhinagar,India,23.31N,72.52E
2470616,1892-03-01,28.083,0.939,Gandhinagar,India,23.31N,72.52E
2470617,1892-04-01,32.761,0.4429999999999999,Gandhinagar,India,23.31N,72.52E
2470618,1892-05-01,32.874,0.674,Gandhinagar,India,23.31N,72.52E
2470619,1892-06-01,30.700000000000006,1.386,Gandhinagar,India,23.31N,72.52E
2470620,1892-07-01,28.828000000000003,0.344,Gandhinagar,India,23.31N,72.52E
2470621,1892-08-01,27.216,0.387,Gandhinagar,India,23.31N,72.52E
2470622,1892-09-01,27.145,0.4639999999999999,Gandhinagar,India,23.31N,72.52E
2470623,1892-10-01,26.712,0.3779999999999999,Gandhinagar,India,23.31N,72.52E
2470624,1892-11-01,22.693,0.505,Gandhinagar,India,23.31N,72.52E
2470625,1892-12-01,19.946,0.804,Gandhinagar,India,23.31N,72.52E
2470626,1893-01-01,18.005,0.544,Gandhinagar,India,23.31N,72.52E
2470627,1893-02-01,18.12,0.883,Gandhinagar,India,23.31N,72.52E
2470628,1893-03-01,24.727,0.508,Gandhinagar,India,23.31N,72.52E
2470629,1893-04-01,31.047,0.539,Gandhinagar,India,23.31N,72.52E
2470630,1893-05-01,31.743,0.75,Gandhinagar,India,23.31N,72.52E
2470631,1893-06-01,30.344,0.469,Gandhinagar,India,23.31N,72.52E
2470632,1893-07-01,27.176,0.402,Gandhinagar,India,23.31N,72.52E
2470633,1893-08-01,27.26,0.285,Gandhinagar,India,23.31N,72.52E
2470634,1893-09-01,26.741,0.736,Gandhinagar,India,23.31N,72.52E
2470635,1893-10-01,26.161,0.687,Gandhinagar,India,23.31N,72.52E
2470636,1893-11-01,23.332,0.789,Gandhinagar,India,23.31N,72.52E
2470637,1893-12-01,20.779,0.579,Gandhinagar,India,23.31N,72.52E
2470638,1894-01-01,19.393,0.764,Gandhinagar,India,23.31N,72.52E
2470639,1894-02-01,22.355,0.602,Gandhinagar,India,23.31N,72.52E
2470640,1894-03-01,26.218000000000004,0.7490000000000001,Gandhinagar,India,23.31N,72.52E
2470641,1894-04-01,30.841,0.3829999999999999,Gandhinagar,India,23.31N,72.52E
2470642,1894-05-01,32.506,0.436,Gandhinagar,India,23.31N,72.52E
2470643,1894-06-01,30.509,0.621,Gandhinagar,India,23.31N,72.52E
2470644,1894-07-01,27.097,0.337,Gandhinagar,India,23.31N,72.52E
2470645,1894-08-01,26.79,0.674,Gandhinagar,India,23.31N,72.52E
2470646,1894-09-01,27.595,0.37,Gandhinagar,India,23.31N,72.52E
2470647,1894-10-01,26.147,1.5759999999999998,Gandhinagar,India,23.31N,72.52E
2470648,1894-11-01,23.029,0.831,Gandhinagar,India,23.31N,72.52E
2470649,1894-12-01,19.859,0.474,Gandhinagar,India,23.31N,72.52E
2470650,1895-01-01,18.499,0.716,Gandhinagar,India,23.31N,72.52E
2470651,1895-02-01,21.84800000000001,0.677,Gandhinagar,India,23.31N,72.52E
2470652,1895-03-01,26.259,0.4579999999999999,Gandhinagar,India,23.31N,72.52E
2470653,1895-04-01,30.608,0.455,Gandhinagar,India,23.31N,72.52E
2470654,1895-05-01,33.364000000000004,0.5489999999999999,Gandhinagar,India,23.31N,72.52E
2470655,1895-06-01,31.284,0.475,Gandhinagar,India,23.31N,72.52E
2470656,1895-07-01,28.958,0.691,Gandhinagar,India,23.31N,72.52E
2470657,1895-08-01,27.016,0.484,Gandhinagar,India,23.31N,72.52E
2470658,1895-09-01,27.586,0.6679999999999999,Gandhinagar,India,23.31N,72.52E
2470659,1895-10-01,27.105,0.348,Gandhinagar,India,23.31N,72.52E
2470660,1895-11-01,25.195,0.341,Gandhinagar,India,23.31N,72.52E
2470661,1895-12-01,20.244,0.479,Gandhinagar,India,23.31N,72.52E
2470662,1896-01-01,20.447,0.7120000000000001,Gandhinagar,India,23.31N,72.52E
2470663,1896-02-01,22.234,0.5720000000000001,Gandhinagar,India,23.31N,72.52E
2470664,1896-03-01,27.381,0.536,Gandhinagar,India,23.31N,72.52E
2470665,1896-04-01,32.29,0.465,Gandhinagar,India,23.31N,72.52E
2470666,1896-05-01,33.598000000000006,0.414,Gandhinagar,India,23.31N,72.52E
2470667,1896-06-01,31.55,0.45,Gandhinagar,India,23.31N,72.52E
2470668,1896-07-01,28.576,0.33,Gandhinagar,India,23.31N,72.52E
2470669,1896-08-01,26.688,0.465,Gandhinagar,India,23.31N,72.52E
2470670,1896-09-01,27.538,0.8220000000000001,Gandhinagar,India,23.31N,72.52E
2470671,1896-10-01,28.381,0.411,Gandhinagar,India,23.31N,72.52E
2470672,1896-11-01,24.75500000000001,0.7020000000000001,Gandhinagar,India,23.31N,72.52E
2470673,1896-12-01,20.459,0.955,Gandhinagar,India,23.31N,72.52E
2470674,1897-01-01,18.958,0.7659999999999999,Gandhinagar,India,23.31N,72.52E
2470675,1897-02-01,21.281,0.397,Gandhinagar,India,23.31N,72.52E
2470676,1897-03-01,25.548,0.688,Gandhinagar,India,23.31N,72.52E
2470677,1897-04-01,30.587,0.628,Gandhinagar,India,23.31N,72.52E
2470678,1897-05-01,33.86300000000001,0.4539999999999999,Gandhinagar,India,23.31N,72.52E
2470679,1897-06-01,33.045,0.4529999999999999,Gandhinagar,India,23.31N,72.52E
2470680,1897-07-01,29.459,0.256,Gandhinagar,India,23.31N,72.52E
2470681,1897-08-01,27.857,0.42,Gandhinagar,India,23.31N,72.52E
2470682,1897-09-01,28.029,0.311,Gandhinagar,India,23.31N,72.52E
2470683,1897-10-01,26.453000000000003,0.609,Gandhinagar,India,23.31N,72.52E
2470684,1897-11-01,23.422,0.624,Gandhinagar,India,23.31N,72.52E
2470685,1897-12-01,20.14,0.614,Gandhinagar,India,23.31N,72.52E
2470686,1898-01-01,20.857,1.265,Gandhinagar,India,23.31N,72.52E
2470687,1898-02-01,21.252,0.585,Gandhinagar,India,23.31N,72.52E
2470688,1898-03-01,26.659,0.526,Gandhinagar,India,23.31N,72.52E
2470689,1898-04-01,32.300000000000004,0.445,Gandhinagar,India,23.31N,72.52E
2470690,1898-05-01,33.03,0.502,Gandhinagar,India,23.31N,72.52E
2470691,1898-06-01,31.839,0.517,Gandhinagar,India,23.31N,72.52E
2470692,1898-07-01,28.535,0.386,Gandhinagar,India,23.31N,72.52E
2470693,1898-08-01,27.231,0.475,Gandhinagar,India,23.31N,72.52E
2470694,1898-09-01,27.623,0.542,Gandhinagar,India,23.31N,72.52E
2470695,1898-10-01,28.276,0.8240000000000001,Gandhinagar,India,23.31N,72.52E
2470696,1898-11-01,25.131,0.604,Gandhinagar,India,23.31N,72.52E
2470697,1898-12-01,20.518,0.775,Gandhinagar,India,23.31N,72.52E
2470698,1899-01-01,17.602,0.7709999999999999,Gandhinagar,India,23.31N,72.52E
2470699,1899-02-01,22.163,0.556,Gandhinagar,India,23.31N,72.52E
2470700,1899-03-01,27.417,0.475,Gandhinagar,India,23.31N,72.52E
2470701,1899-04-01,30.572000000000006,0.45,Gandhinagar,India,23.31N,72.52E
2470702,1899-05-01,32.764,0.6609999999999999,Gandhinagar,India,23.31N,72.52E
2470703,1899-06-01,31.183000000000003,0.474,Gandhinagar,India,23.31N,72.52E
2470704,1899-07-01,28.578000000000003,0.481,Gandhinagar,India,23.31N,72.52E
2470705,1899-08-01,28.954,0.575,Gandhinagar,India,23.31N,72.52E
2470706,1899-09-01,28.959,0.916,Gandhinagar,India,23.31N,72.52E
2470707,1899-10-01,28.922,0.561,Gandhinagar,India,23.31N,72.52E
2470708,1899-11-01,25.151,0.297,Gandhinagar,India,23.31N,72.52E
2470709,1899-12-01,22.583,0.3429999999999999,Gandhinagar,India,23.31N,72.52E
2470710,1900-01-01,18.814,0.685,Gandhinagar,India,23.31N,72.52E
2470711,1900-02-01,22.21,0.72,Gandhinagar,India,23.31N,72.52E
2470712,1900-03-01,27.79,0.66,Gandhinagar,India,23.31N,72.52E
2470713,1900-04-01,30.873,0.6459999999999999,Gandhinagar,India,23.31N,72.52E
2470714,1900-05-01,32.646,0.557,Gandhinagar,India,23.31N,72.52E
2470715,1900-06-01,33.192,0.372,Gandhinagar,India,23.31N,72.52E
2470716,1900-07-01,30.168000000000003,0.7,Gandhinagar,India,23.31N,72.52E
2470717,1900-08-01,27.561,0.251,Gandhinagar,India,23.31N,72.52E
2470718,1900-09-01,27.384,0.37,Gandhinagar,India,23.31N,72.52E
2470719,1900-10-01,26.325,0.802,Gandhinagar,India,23.31N,72.52E
2470720,1900-11-01,24.997,0.38,Gandhinagar,India,23.31N,72.52E
2470721,1900-12-01,20.872,0.635,Gandhinagar,India,23.31N,72.52E
2470722,1901-01-01,18.203,0.3339999999999999,Gandhinagar,India,23.31N,72.52E
2470723,1901-02-01,19.746,0.618,Gandhinagar,India,23.31N,72.52E
2470724,1901-03-01,27.243,0.638,Gandhinagar,India,23.31N,72.52E
2470725,1901-04-01,30.81900000000001,0.8440000000000001,Gandhinagar,India,23.31N,72.52E
2470726,1901-05-01,33.300000000000004,0.295,Gandhinagar,India,23.31N,72.52E
2470727,1901-06-01,32.75,0.417,Gandhinagar,India,23.31N,72.52E
2470728,1901-07-01,29.667,0.3989999999999999,Gandhinagar,India,23.31N,72.52E
2470729,1901-08-01,27.273000000000003,0.2789999999999999,Gandhinagar,India,23.31N,72.52E
2470730,1901-09-01,28.227,0.469,Gandhinagar,India,23.31N,72.52E
2470731,1901-10-01,28.424,0.352,Gandhinagar,India,23.31N,72.52E
2470732,1901-11-01,24.855,0.432,Gandhinagar,India,23.31N,72.52E
2470733,1901-12-01,21.471,0.6459999999999999,Gandhinagar,India,23.31N,72.52E
2470734,1902-01-01,20.917,0.923,Gandhinagar,India,23.31N,72.52E
2470735,1902-02-01,22.788,0.63,Gandhinagar,India,23.31N,72.52E
2470736,1902-03-01,28.76,0.466,Gandhinagar,India,23.31N,72.52E
2470737,1902-04-01,31.763,0.261,Gandhinagar,India,23.31N,72.52E
2470738,1902-05-01,33.309000000000005,0.495,Gandhinagar,India,23.31N,72.52E
2470739,1902-06-01,31.796,0.4529999999999999,Gandhinagar,India,23.31N,72.52E
2470740,1902-07-01,29.981,0.5479999999999999,Gandhinagar,India,23.31N,72.52E
2470741,1902-08-01,28.518,0.4029999999999999,Gandhinagar,India,23.31N,72.52E
2470742,1902-09-01,27.775,0.278,Gandhinagar,India,23.31N,72.52E
2470743,1902-10-01,27.695,0.387,Gandhinagar,India,23.31N,72.52E
2470744,1902-11-01,24.145,0.294,Gandhinagar,India,23.31N,72.52E
2470745,1902-12-01,20.103,0.51,Gandhinagar,India,23.31N,72.52E
2470746,1903-01-01,19.077,0.449,Gandhinagar,India,23.31N,72.52E
2470747,1903-02-01,20.593000000000004,0.494,Gandhinagar,India,23.31N,72.52E
2470748,1903-03-01,24.608,0.525,Gandhinagar,India,23.31N,72.52E
2470749,1903-04-01,29.44100000000001,0.515,Gandhinagar,India,23.31N,72.52E
2470750,1903-05-01,33.059000000000005,0.498,Gandhinagar,India,23.31N,72.52E
2470751,1903-06-01,32.906,0.23,Gandhinagar,India,23.31N,72.52E
2470752,1903-07-01,29.68,0.591,Gandhinagar,India,23.31N,72.52E
2470753,1903-08-01,27.678,0.372,Gandhinagar,India,23.31N,72.52E
2470754,1903-09-01,28.076,0.585,Gandhinagar,India,23.31N,72.52E
2470755,1903-10-01,27.643,0.611,Gandhinagar,India,23.31N,72.52E
2470756,1903-11-01,22.887,0.8240000000000001,Gandhinagar,India,23.31N,72.52E
2470757,1903-12-01,19.664,0.812,Gandhinagar,India,23.31N,72.52E
2470758,1904-01-01,19.596,0.805,Gandhinagar,India,23.31N,72.52E
2470759,1904-02-01,22.331000000000003,0.915,Gandhinagar,India,23.31N,72.52E
2470760,1904-03-01,25.487,0.309,Gandhinagar,India,23.31N,72.52E
2470761,1904-04-01,31.3,0.1939999999999999,Gandhinagar,India,23.31N,72.52E
2470762,1904-05-01,33.126999999999995,0.402,Gandhinagar,India,23.31N,72.52E
2470763,1904-06-01,31.329,0.44,Gandhinagar,India,23.31N,72.52E
2470764,1904-07-01,27.991,0.578,Gandhinagar,India,23.31N,72.52E
2470765,1904-08-01,27.271,0.728,Gandhinagar,India,23.31N,72.52E
2470766,1904-09-01,28.158,0.2739999999999999,Gandhinagar,India,23.31N,72.52E
2470767,1904-10-01,28.002,0.416,Gandhinagar,India,23.31N,72.52E
2470768,1904-11-01,24.118,0.41,Gandhinagar,India,23.31N,72.52E
2470769,1904-12-01,20.757,0.49,Gandhinagar,India,23.31N,72.52E
2470770,1905-01-01,18.006,0.632,Gandhinagar,India,23.31N,72.52E
2470771,1905-02-01,17.965000000000003,0.812,Gandhinagar,India,23.31N,72.52E
2470772,1905-03-01,23.919,0.648,Gandhinagar,India,23.31N,72.52E
2470773,1905-04-01,28.85100000000001,0.254,Gandhinagar,India,23.31N,72.52E
2470774,1905-05-01,34.486000000000004,0.449,Gandhinagar,India,23.31N,72.52E
2470775,1905-06-01,32.138000000000005,0.6779999999999999,Gandhinagar,India,23.31N,72.52E
2470776,1905-07-01,28.692,0.7040000000000001,Gandhinagar,India,23.31N,72.52E
2470777,1905-08-01,28.081,1.12,Gandhinagar,India,23.31N,72.52E
2470778,1905-09-01,28.431,0.7070000000000001,Gandhinagar,India,23.31N,72.52E
2470779,1905-10-01,28.388,0.395,Gandhinagar,India,23.31N,72.52E
2470780,1905-11-01,25.308000000000003,0.462,Gandhinagar,India,23.31N,72.52E
2470781,1905-12-01,20.569000000000003,0.502,Gandhinagar,India,23.31N,72.52E
2470782,1906-01-01,18.166,0.536,Gandhinagar,India,23.31N,72.52E
2470783,1906-02-01,19.333,0.807,Gandhinagar,India,23.31N,72.52E
2470784,1906-03-01,25.027,0.461,Gandhinagar,India,23.31N,72.52E
2470785,1906-04-01,30.048,0.437,Gandhinagar,India,23.31N,72.52E
2470786,1906-05-01,33.823,0.413,Gandhinagar,India,23.31N,72.52E
2470787,1906-06-01,31.157,0.477,Gandhinagar,India,23.31N,72.52E
2470788,1906-07-01,28.627,0.405,Gandhinagar,India,23.31N,72.52E
2470789,1906-08-01,27.631,0.348,Gandhinagar,India,23.31N,72.52E
2470790,1906-09-01,27.163,0.391,Gandhinagar,India,23.31N,72.52E
2470791,1906-10-01,27.373,0.183,Gandhinagar,India,23.31N,72.52E
2470792,1906-11-01,24.946,0.276,Gandhinagar,India,23.31N,72.52E
2470793,1906-12-01,20.975,0.7390000000000001,Gandhinagar,India,23.31N,72.52E
2470794,1907-01-01,20.869,0.62,Gandhinagar,India,23.31N,72.52E
2470795,1907-02-01,20.861,0.414,Gandhinagar,India,23.31N,72.52E
2470796,1907-03-01,25.511,0.602,Gandhinagar,India,23.31N,72.52E
2470797,1907-04-01,29.331000000000003,0.607,Gandhinagar,India,23.31N,72.52E
2470798,1907-05-01,31.847000000000005,0.4429999999999999,Gandhinagar,India,23.31N,72.52E
2470799,1907-06-01,31.540000000000006,0.515,Gandhinagar,India,23.31N,72.52E
2470800,1907-07-01,30.251,0.425,Gandhinagar,India,23.31N,72.52E
2470801,1907-08-01,26.605,0.51,Gandhinagar,India,23.31N,72.52E
2470802,1907-09-01,27.279,0.662,Gandhinagar,India,23.31N,72.52E
2470803,1907-10-01,27.417,0.209,Gandhinagar,India,23.31N,72.52E
2470804,1907-11-01,25.007,0.397,Gandhinagar,India,23.31N,72.52E
2470805,1907-12-01,19.842,0.991,Gandhinagar,India,23.31N,72.52E
2470806,1908-01-01,19.391,0.565,Gandhinagar,India,23.31N,72.52E
2470807,1908-02-01,21.543000000000006,0.575,Gandhinagar,India,23.31N,72.52E
2470808,1908-03-01,25.319000000000003,0.57,Gandhinagar,India,23.31N,72.52E
2470809,1908-04-01,30.733,0.191,Gandhinagar,India,23.31N,72.52E
2470810,1908-05-01,32.572,0.309,Gandhinagar,India,23.31N,72.52E
2470811,1908-06-01,31.943,0.407,Gandhinagar,India,23.31N,72.52E
2470812,1908-07-01,27.554,0.386,Gandhinagar,India,23.31N,72.52E
2470813,1908-08-01,26.579,0.5920000000000001,Gandhinagar,India,23.31N,72.52E
2470814,1908-09-01,27.527,0.649,Gandhinagar,India,23.31N,72.52E
2470815,1908-10-01,27.127,0.407,Gandhinagar,India,23.31N,72.52E
2470816,1908-11-01,23.371,0.49,Gandhinagar,India,23.31N,72.52E
2470817,1908-12-01,19.195,0.8140000000000001,Gandhinagar,India,23.31N,72.52E
2470818,1909-01-01,18.691,0.411,Gandhinagar,India,23.31N,72.52E
2470819,1909-02-01,21.361,0.455,Gandhinagar,India,23.31N,72.52E
2470820,1909-03-01,26.88,0.3879999999999999,Gandhinagar,India,23.31N,72.52E
2470821,1909-04-01,29.42,0.2769999999999999,Gandhinagar,India,23.31N,72.52E
2470822,1909-05-01,32.469,0.435,Gandhinagar,India,23.31N,72.52E
2470823,1909-06-01,31.362,0.344,Gandhinagar,India,23.31N,72.52E
2470824,1909-07-01,27.804,0.547,Gandhinagar,India,23.31N,72.52E
2470825,1909-08-01,26.657,0.435,Gandhinagar,India,23.31N,72.52E
2470826,1909-09-01,27.417,1.474,Gandhinagar,India,23.31N,72.52E
2470827,1909-10-01,26.804,0.348,Gandhinagar,India,23.31N,72.52E
2470828,1909-11-01,24.251,0.471,Gandhinagar,India,23.31N,72.52E
2470829,1909-12-01,19.473,0.317,Gandhinagar,India,23.31N,72.52E
2470830,1910-01-01,19.204,0.708,Gandhinagar,India,23.31N,72.52E
2470831,1910-02-01,22.153,0.499,Gandhinagar,India,23.31N,72.52E
2470832,1910-03-01,26.518,0.428,Gandhinagar,India,23.31N,72.52E
2470833,1910-04-01,29.645000000000003,0.407,Gandhinagar,India,23.31N,72.52E
2470834,1910-05-01,32.516000000000005,0.244,Gandhinagar,India,23.31N,72.52E
2470835,1910-06-01,30.994,0.416,Gandhinagar,India,23.31N,72.52E
2470836,1910-07-01,27.814,0.262,Gandhinagar,India,23.31N,72.52E
2470837,1910-08-01,27.113000000000003,0.473,Gandhinagar,India,23.31N,72.52E
2470838,1910-09-01,27.521,0.222,Gandhinagar,India,23.31N,72.52E
2470839,1910-10-01,26.696,0.769,Gandhinagar,India,23.31N,72.52E
2470840,1910-11-01,22.781,0.58,Gandhinagar,India,23.31N,72.52E
2470841,1910-12-01,20.092,0.6409999999999999,Gandhinagar,India,23.31N,72.52E
2470842,1911-01-01,20.038,0.424,Gandhinagar,India,23.31N,72.52E
2470843,1911-02-01,21.964,0.816,Gandhinagar,India,23.31N,72.52E
2470844,1911-03-01,24.473000000000003,0.478,Gandhinagar,India,23.31N,72.52E
2470845,1911-04-01,29.815,0.204,Gandhinagar,India,23.31N,72.52E
2470846,1911-05-01,33.53100000000001,0.288,Gandhinagar,India,23.31N,72.52E
2470847,1911-06-01,31.051,0.4679999999999999,Gandhinagar,India,23.31N,72.52E
2470848,1911-07-01,29.583,0.265,Gandhinagar,India,23.31N,72.52E
2470849,1911-08-01,27.747,0.381,Gandhinagar,India,23.31N,72.52E
2470850,1911-09-01,27.738000000000003,0.423,Gandhinagar,India,23.31N,72.52E
2470851,1911-10-01,28.138,0.36,Gandhinagar,India,23.31N,72.52E
2470852,1911-11-01,23.651,0.325,Gandhinagar,India,23.31N,72.52E
2470853,1911-12-01,21.468000000000004,1.082,Gandhinagar,India,23.31N,72.52E
2470854,1912-01-01,20.908,0.669,Gandhinagar,India,23.31N,72.52E
2470855,1912-02-01,22.937,0.39,Gandhinagar,India,23.31N,72.52E
2470856,1912-03-01,25.995,0.384,Gandhinagar,India,23.31N,72.52E
2470857,1912-04-01,30.978,0.278,Gandhinagar,India,23.31N,72.52E
2470858,1912-05-01,33.80500000000001,0.484,Gandhinagar,India,23.31N,72.52E
2470859,1912-06-01,33.008,0.237,Gandhinagar,India,23.31N,72.52E
2470860,1912-07-01,28.955,0.257,Gandhinagar,India,23.31N,72.52E
2470861,1912-08-01,27.247,0.381,Gandhinagar,India,23.31N,72.52E
2470862,1912-09-01,27.565,0.322,Gandhinagar,India,23.31N,72.52E
2470863,1912-10-01,27.531,0.38,Gandhinagar,India,23.31N,72.52E
2470864,1912-11-01,23.257,0.2739999999999999,Gandhinagar,India,23.31N,72.52E
2470865,1912-12-01,20.471,1.007,Gandhinagar,India,23.31N,72.52E
2470866,1913-01-01,20.013,1.093,Gandhinagar,India,23.31N,72.52E
2470867,1913-02-01,21.508000000000006,0.3279999999999999,Gandhinagar,India,23.31N,72.52E
2470868,1913-03-01,24.618,0.492,Gandhinagar,India,23.31N,72.52E
2470869,1913-04-01,31.246,0.242,Gandhinagar,India,23.31N,72.52E
2470870,1913-05-01,32.691,0.247,Gandhinagar,India,23.31N,72.52E
2470871,1913-06-01,31.303,0.159,Gandhinagar,India,23.31N,72.52E
2470872,1913-07-01,28.338,0.196,Gandhinagar,India,23.31N,72.52E
2470873,1913-08-01,26.865,0.759,Gandhinagar,India,23.31N,72.52E
2470874,1913-09-01,28.352,1.283,Gandhinagar,India,23.31N,72.52E
2470875,1913-10-01,28.137,0.359,Gandhinagar,India,23.31N,72.52E
